"d05r0101","10","18","セイドー","19","イシツブテ","18","アサナン","17","ピッピ","20","ワンリキー","20","アサナン","17","リリーン","18","ノズパス","19","ズバット","19","リリーン","19","ズバット","19","リリーン","セイドー","イシツブテ","アサナン","イシツブテ","ズバット","ピッピ","ワンリキー","アサナン","ズバット","リリーン","0","0","0","0","0","0","ズバット","リリーン","ズバット","リリーン","ズバット","リリーン","ズバット","リリーン","ズバット","リリーン","10","30","20","ズバット","30","20","ズバット","40","20","ゴルバット","40","20","ゴルバット","40","20","ゴルバット","0","","","","","","","","","","","","","","","","25","6","4","コイキング","7","3","コイキング","10","5","コイキング","10","5","コイキング","15","5","コイキング","50","20","15","コイキング","20","15","ドジョッチ","25","10","コイキング","25","10","ドジョッチ","25","10","ドジョッチ","75","55","30","ギャラドス","40","30","ナマズン","55","20","ギャラドス","55","40","ナマズン","55","40","ナマズン"
"d05r0102","10","37","ドータクン","38","ゴローン","37","チャーレム","36","ピッピ","39","ゴーリキー","39","チャーレム","36","リリーン","37","ノズパス","38","ゴルバット","38","リリーン","38","ゴルバット","38","リリーン","ドータクン","ゴローン","チャーレム","ゴローン","ゴルバット","ピッピ","ゴーリキー","チャーレム","ゴルバット","リリーン","0","0","0","0","0","0","ソルロック","ソルロック","ルナトーン","ルナトーン","ゴルバット","リリーン","ゴルバット","リリーン","ゴルバット","リリーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0103","10","37","ドータクン","38","ゴローン","37","チャーレム","36","ピッピ","39","ゴーリキー","39","チャーレム","36","リリーン","37","ノズパス","38","ゴルバット","38","リリーン","38","チャーレム","38","リリーン","ドータクン","ゴローン","チャーレム","ゴローン","ゴルバット","ピッピ","ゴーリキー","チャーレム","チャーレム","リリーン","0","0","0","0","0","0","ソルロック","ソルロック","ルナトーン","ルナトーン","ゴルバット","リリーン","ゴルバット","リリーン","ゴルバット","リリーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0104","10","36","ユキカブリ","38","ユキノオー","38","チャーレム","39","ユキノオー","40","ゴーリキー","40","チャーレム","37","リリーン","38","ノズパス","38","アブソル","39","リリーン","40","アブソル","39","リリーン","ユキカブリ","ユキノオー","チャーレム","ユキノオー","ゴルバット","ヨルノズク","ドゴーム","ドゴーム","ドゴーム","ドゴーム","0","0","0","0","0","0","ソルロック","ソルロック","ルナトーン","ルナトーン","アブソル","リリーン","アブソル","リリーン","アブソル","リリーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0105","10","36","ユキカブリ","38","ユキノオー","38","チャーレム","39","ユキノオー","40","ゴーリキー","40","チャーレム","37","リリーン","38","ノズパス","38","アブソル","39","リリーン","40","アブソル","39","リリーン","ユキカブリ","ユキノオー","チャーレム","ユキノオー","ゴルバット","ヨルノズク","ドゴーム","ドゴーム","ドゴーム","ドゴーム","0","0","0","0","0","0","ソルロック","ソルロック","ルナトーン","ルナトーン","アブソル","リリーン","アブソル","リリーン","アブソル","リリーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0106","10","37","ドータクン","38","ゴローン","37","チャーレム","36","ピッピ","39","ゴーリキー","39","チャーレム","36","リリーン","37","ノズパス","38","ゴルバット","38","リリーン","38","ゴルバット","38","リリーン","ドータクン","ゴローン","チャーレム","ゴローン","ゴルバット","ピッピ","ゴーリキー","チャーレム","ゴルバット","リリーン","0","0","0","0","0","0","ソルロック","ソルロック","ルナトーン","ルナトーン","ゴルバット","リリーン","ゴルバット","リリーン","ゴルバット","リリーン","10","30","20","ズバット","30","20","ズバット","40","20","ゴルバット","40","20","ゴルバット","40","20","ゴルバット","0","","","","","","","","","","","","","","","","25","6","4","コイキング","7","3","コイキング","10","5","コイキング","10","5","コイキング","15","5","コイキング","50","20","15","コイキング","20","15","ドジョッチ","25","10","コイキング","25","10","ドジョッチ","25","10","ドジョッチ","75","55","30","ギャラドス","25","15","ミニリュウ","50","20","ナマズン","40","20","ハクリュー","55","35","ハクリュー"
"d05r0107","15","37","ドータクン","38","ゴローン","37","チャーレム","36","ピッピ","39","ゴーリキー","39","チャーレム","36","リリーン","37","ノズパス","38","ゴルバット","38","リリーン","38","ゴルバット","39","チリーン","ドータクン","ゴローン","チャーレム","ゴローン","ゴルバット","ピッピ","ゴーリキー","チャーレム","ゴルバット","チリーン","0","0","0","0","0","0","ソルロック","ソルロック","ルナトーン","ルナトーン","ゴルバット","リリーン","ゴルバット","リリーン","ゴルバット","リリーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0108","15","37","ドータクン","38","ゴローン","37","チャーレム","36","ピッピ","39","ゴーリキー","39","チャーレム","36","リリーン","37","ノズパス","38","ゴルバット","39","チリーン","38","ゴルバット","40","チリーン","ドータクン","ゴローン","チャーレム","ゴローン","ゴルバット","ピッピ","ゴーリキー","チャーレム","ゴルバット","チリーン","0","0","0","0","0","0","ソルロック","ソルロック","ルナトーン","ルナトーン","ゴルバット","チリーン","ゴルバット","チリーン","ゴルバット","チリーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0109","15","37","ドータクン","38","ゴローン","37","チャーレム","36","ピッピ","39","ゴーリキー","39","チャーレム","39","チリーン","37","ノズパス","38","ゴルバット","40","チリーン","38","ゴルバット","41","チリーン","ドータクン","ゴローン","チャーレム","ゴローン","ゴルバット","ピッピ","ゴーリキー","チャーレム","ゴルバット","チリーン","0","0","0","0","0","0","ソルロック","ソルロック","ルナトーン","ルナトーン","ゴルバット","チリーン","ゴルバット","チリーン","ゴルバット","チリーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0110","10","37","ゴローン","38","ゴローン","37","チャーレム","36","ピッピ","39","ゴーリキー","39","チャーレム","36","リリーン","37","ノズパス","38","ゴルバット","38","リリーン","38","ゴルバット","38","リリーン","ゴローン","ゴローン","チャーレム","ゴローン","ゴルバット","ピッピ","ゴーリキー","チャーレム","ゴルバット","リリーン","0","0","0","0","0","0","ソルロック","ソルロック","ルナトーン","ルナトーン","ゴルバット","リリーン","ゴルバット","リリーン","ゴルバット","リリーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0111","10","33","セイドー","34","ゴローン","33","アサナン","32","ピッピ","35","ゴーリキー","35","アサナン","32","リリーン","33","ノズパス","34","ゴルバット","34","リリーン","34","ゴルバット","34","リリーン","セイドー","ゴローン","アサナン","ゴローン","ゴルバット","ピッピ","ゴーリキー","アサナン","ゴルバット","リリーン","0","0","0","0","0","0","ゴルバット","リリーン","ゴルバット","リリーン","ゴルバット","リリーン","ゴルバット","リリーン","ゴルバット","リリーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0112","10","14","セイドー","15","イシツブテ","14","アサナン","13","ピィ","16","ワンリキー","16","アサナン","13","リリーン","14","ノズパス","15","ズバット","15","リリーン","15","ズバット","15","リリーン","セイドー","イシツブテ","アサナン","イシツブテ","ズバット","ピィ","ワンリキー","アサナン","ズバット","リリーン","0","0","0","0","0","0","ズバット","リリーン","ズバット","リリーン","ズバット","リリーン","ズバット","リリーン","ズバット","リリーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0113","10","33","セイドー","34","ゴローン","33","アサナン","32","ピッピ","35","ゴーリキー","35","アサナン","32","リリーン","33","ノズパス","34","ゴルバット","34","リリーン","34","ゴルバット","34","リリーン","セイドー","ゴローン","アサナン","ゴローン","ゴルバット","ピッピ","ゴーリキー","アサナン","ゴルバット","リリーン","0","0","0","0","0","0","ゴルバット","リリーン","ゴルバット","リリーン","ゴルバット","リリーン","ゴルバット","リリーン","ゴルバット","リリーン","10","30","20","ズバット","30","20","ズバット","40","20","ゴルバット","40","20","ゴルバット","40","20","ゴルバット","0","","","","","","","","","","","","","","","","25","6","3","コイキング","7","4","コイキング","10","5","コイキング","10","5","コイキング","15","5","コイキング","50","20","15","コイキング","20","15","ドジョッチ","25","10","コイキング","25","10","ドジョッチ","25","10","ドジョッチ","75","40","30","ギャラドス","40","30","ナマズン","55","40","ギャラドス","55","40","ナマズン","55","40","ナマズン"
"d06r0201","35","28","ウパー","28","ビーバル","28","トロピウス","30","トロピウス","29","ウパー","30","ヌオー","28","ウパー","30","ウパー","30","ヤンヤンマ","30","モンジャラ","31","ヤンヤンマ","31","モンジャラ","ウパー","ビーバル","トロピウス","トロピウス","ヨルノズク","ヨルノズク","ウパー","ヌオー","ヤンヤンマ","モンジャラ","100","100","0","0","0","0","ヤンヤンマ","モンジャラ","ヤンヤンマ","モンジャラ","ヤンヤンマ","モンジャラ","アーボック","アーボック","ヤンヤンマ","モンジャラ","10","30","20","ウパー","30","20","ウパー","40","20","ヌオー","40","20","ヌオー","40","20","ヌオー","0","","","","","","","","","","","","","","","","25","6","3","コイキング","7","4","コイキング","10","5","コイキング","10","5","コイキング","15","5","コイキング","50","20","15","コイキング","20","15","ドジョッチ","25","10","コイキング","25","10","ドジョッチ","25","10","ドジョッチ","75","55","30","ギャラドス","40","30","キバニア","50","20","ナマズン","55","40","キバニア","55","40","キバニア"
"d06r0202","35","28","ウパー","28","ビーバル","28","トロピウス","30","トロピウス","29","ウパー","30","ヌオー","28","ウパー","30","ウパー","30","ヤンヤンマ","30","モンジャラ","31","ヤンヤンマ","31","モンジャラ","ウパー","ビーバル","トロピウス","トロピウス","ヨルノズク","ヨルノズク","ウパー","ヌオー","ヤンヤンマ","モンジャラ","100","100","0","0","0","0","ヤンヤンマ","モンジャラ","ヤンヤンマ","モンジャラ","ヤンヤンマ","モンジャラ","アーボック","アーボック","ヤンヤンマ","モンジャラ","10","30","20","ウパー","30","20","ウパー","40","20","ヌオー","40","20","ヌオー","40","20","ヌオー","0","","","","","","","","","","","","","","","","25","6","3","コイキング","7","4","コイキング","10","5","コイキング","10","5","コイキング","15","5","コイキング","50","20","15","コイキング","20","15","ドジョッチ","25","10","コイキング","25","10","ドジョッチ","25","10","ドジョッチ","75","55","30","ギャラドス","40","30","キバニア","50","20","ナマズン","55","40","キバニア","55","40","キバニア"
"d06r0203","35","27","ウパー","27","ビーバル","28","ビーバル","27","モンジャラ","28","モンジャラ","29","ヌオー","28","ウパー","29","ウパー","29","ヤンヤンマ","29","モンジャラ","30","ヤンヤンマ","30","モンジャラ","ウパー","ビーバル","ビーバル","モンジャラ","ヨルノズク","ホーホー","モンジャラ","ヌオー","ヤンヤンマ","モンジャラ","100","100","0","0","0","0","ヤンヤンマ","モンジャラ","ヤンヤンマ","モンジャラ","ヤンヤンマ","モンジャラ","アーボック","アーボック","ヤンヤンマ","モンジャラ","10","30","20","ウパー","30","20","ウパー","40","20","ヌオー","40","20","ヌオー","40","20","ヌオー","0","","","","","","","","","","","","","","","","25","6","3","コイキング","7","4","コイキング","10","5","コイキング","10","5","コイキング","15","5","コイキング","50","20","15","コイキング","20","15","ドジョッチ","25","10","コイキング","25","10","ドジョッチ","25","10","ドジョッチ","75","55","30","ギャラドス","40","30","キバニア","50","20","ナマズン","55","40","キバニア","55","40","キバニア"
"d06r0204","35","27","ウパー","27","ビーバル","28","ビーバル","27","モンジャラ","28","モンジャラ","29","ヌオー","28","ウパー","29","ウパー","29","ヤンヤンマ","29","モンジャラ","30","ヤンヤンマ","30","モンジャラ","ウパー","ビーバル","ビーバル","モンジャラ","ヨルノズク","ホーホー","モンジャラ","ヌオー","ヤンヤンマ","モンジャラ","100","100","0","0","0","0","ヤンヤンマ","モンジャラ","ヤンヤンマ","モンジャラ","ヤンヤンマ","モンジャラ","アーボック","アーボック","ヤンヤンマ","モンジャラ","10","30","20","ウパー","30","20","ウパー","40","20","ヌオー","40","20","ヌオー","40","20","ヌオー","0","","","","","","","","","","","","","","","","25","6","3","コイキング","7","4","コイキング","10","5","コイキング","10","5","コイキング","15","5","コイキング","50","20","15","コイキング","20","15","ドジョッチ","25","10","コイキング","25","10","ドジョッチ","25","10","ドジョッチ","75","55","30","ギャラドス","40","30","キバニア","50","20","ナマズン","55","40","キバニア","55","40","キバニア"
"d06r0205","35","26","ウパー","26","ビーバル","27","ビーバル","26","ヤンヤンマ","27","ヤンヤンマ","28","ヌオー","27","ウパー","28","ウパー","28","ヤンヤンマ","28","モンジャラ","29","ヤンヤンマ","29","モンジャラ","ウパー","ビーバル","ビーバル","ヤンヤンマ","ホーホー","ホーホー","ヤンヤンマ","ヌオー","ヤンヤンマ","モンジャラ","100","100","0","0","0","0","ヤンヤンマ","モンジャラ","ヤンヤンマ","モンジャラ","ヤンヤンマ","モンジャラ","アーボック","アーボック","ヤンヤンマ","モンジャラ","10","30","20","ウパー","30","20","ウパー","40","20","ヌオー","40","20","ヌオー","40","20","ヌオー","0","","","","","","","","","","","","","","","","25","6","3","コイキング","7","4","コイキング","10","5","コイキング","10","5","コイキング","15","5","コイキング","50","20","15","コイキング","20","15","ドジョッチ","25","10","コイキング","25","10","ドジョッチ","25","10","ドジョッチ","75","55","30","ギャラドス","40","30","キバニア","50","20","ナマズン","55","40","キバニア","55","40","キバニア"
"d06r0206","35","26","ウパー","26","ビーバル","27","ビーバル","26","ヤンヤンマ","27","ヤンヤンマ","28","ヌオー","27","ウパー","28","ウパー","28","ヤンヤンマ","28","モンジャラ","29","ヤンヤンマ","29","モンジャラ","ウパー","ビーバル","ビーバル","ヤンヤンマ","ホーホー","ホーホー","ヤンヤンマ","ヌオー","ヤンヤンマ","モンジャラ","100","100","0","0","0","0","ヤンヤンマ","モンジャラ","ヤンヤンマ","モンジャラ","ヤンヤンマ","モンジャラ","アーボック","アーボック","ヤンヤンマ","モンジャラ","10","30","20","ウパー","30","20","ウパー","40","20","ヌオー","40","20","ヌオー","40","20","ヌオー","0","","","","","","","","","","","","","","","","25","6","3","コイキング","7","4","コイキング","10","5","コイキング","10","5","コイキング","15","5","コイキング","50","20","15","コイキング","20","15","ドジョッチ","25","10","コイキング","25","10","ドジョッチ","25","10","ドジョッチ","75","55","30","ギャラドス","40","30","キバニア","50","20","ナマズン","55","40","キバニア","55","40","キバニア"
"d07r0101","10","20","アンノーン","21","アンノーン","22","アンノーン","23","アンノーン","24","アンノーン","25","アンノーン","26","アンノーン","27","アンノーン","28","アンノーン","29","アンノーン","30","アンノーン","30","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","8","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d07r0103","10","20","アンノーン","21","アンノーン","22","アンノーン","23","アンノーン","24","アンノーン","25","アンノーン","26","アンノーン","27","アンノーン","28","アンノーン","29","アンノーン","30","アンノーン","30","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","1","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d07r0104","10","20","アンノーン","21","アンノーン","22","アンノーン","23","アンノーン","24","アンノーン","25","アンノーン","26","アンノーン","27","アンノーン","28","アンノーン","29","アンノーン","30","アンノーン","30","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","1","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d07r0105","10","20","アンノーン","21","アンノーン","22","アンノーン","23","アンノーン","24","アンノーン","25","アンノーン","26","アンノーン","27","アンノーン","28","アンノーン","29","アンノーン","30","アンノーン","30","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","2","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d07r0106","10","20","アンノーン","21","アンノーン","22","アンノーン","23","アンノーン","24","アンノーン","25","アンノーン","26","アンノーン","27","アンノーン","28","アンノーン","29","アンノーン","30","アンノーン","30","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","1","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d07r0107","10","20","アンノーン","21","アンノーン","22","アンノーン","23","アンノーン","24","アンノーン","25","アンノーン","26","アンノーン","27","アンノーン","28","アンノーン","29","アンノーン","30","アンノーン","30","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","3","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d07r0108","10","20","アンノーン","21","アンノーン","22","アンノーン","23","アンノーン","24","アンノーン","25","アンノーン","26","アンノーン","27","アンノーン","28","アンノーン","29","アンノーン","30","アンノーン","30","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","1","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d07r0109","10","20","アンノーン","21","アンノーン","22","アンノーン","23","アンノーン","24","アンノーン","25","アンノーン","26","アンノーン","27","アンノーン","28","アンノーン","29","アンノーン","30","アンノーン","30","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","1","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d07r0110","10","20","アンノーン","21","アンノーン","22","アンノーン","23","アンノーン","24","アンノーン","25","アンノーン","26","アンノーン","27","アンノーン","28","アンノーン","29","アンノーン","30","アンノーン","30","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","1","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
